"TF","mlog10p","Enrichment","celltype","TF_prefix","mlog10padj"
"GLIS1_250",1e-04,0.767639014567608,"C1","GLIS1",0
"KLF14_251",0,0.677355959287141,"C1","KLF14",0
"ZIC4_252",0,0.73990981896823,"C1","ZIC4",0
"HIC1_254",0.0412,0.931448613144358,"C1","HIC1",0
"ZBTB33_255",0,0.596579725268586,"C1","ZBTB33",0
"ZBTB7A_258",0,0.637018021769494,"C1","ZBTB7A",0
"EGR3_259",0,0.671688874154023,"C1","EGR3",0
"ZNF784_262",0.0122,0.865170322568497,"C1","ZNF784",0
"PLAG1_264",1e-04,0.895853851006873,"C1","PLAG1",0
"ZBTB7C_265",0,0.728564482162945,"C1","ZBTB7C",0
"WT1_266",0,0.667078274545798,"C1","WT1",0
"SP1_267",0,0.765465969342903,"C1","SP1",0
"IKZF1_270",0.0081,0.879433368488335,"C1","IKZF1",0
"ZBTB6_271",3e-04,0.848760674317466,"C1","ZBTB6",0
"ZNF75D_272",0.0406,0.946246500798167,"C1","ZNF75D",0
"ZKSCAN4_273",0.0064,0.849422278494778,"C1","ZKSCAN4",0
"MTF1_274",0.0123,0.87534992889943,"C1","MTF1",0
"SP6_275",0,0.664639649799536,"C1","SP6",0
"ZKSCAN3_276",0.0064,0.849422278494778,"C1","ZKSCAN3",0
"SP5_279",0,0.664639649799536,"C1","SP5",0
"SCRT2_282",0.0073,0.880734535336275,"C1","SCRT2",0
"SP9_283",0,0.754984766228571,"C1","SP9",0
"YY2_284",1e-04,0.797361344387526,"C1","YY2",0
"NFYA_288",0.0168,0.905522648255476,"C1","NFYA",0
"CENPB_289",0.0192,0.806604035845688,"C1","CENPB",0
"YBX1_290",0.0302,0.917808472670047,"C1","YBX1",0
"RBPJ_291",0.0401,0.940846197676236,"C1","RBPJ",0
"CGBP_298",0.0059,0.746456594736062,"C1","CGBP",0
"KDM2B_299",0.0552,0.838173384754318,"C1","KDM2B",0
"MLL_300",0,0.554836788987223,"C1","MLL",0
"DNMT1_301",0,0.449483412348959,"C1","DNMT1",0
"CXXC1_303",0.0051,0.809299473595124,"C1","CXXC1",0
"TFDP2_308",0,0.648063227694396,"C1","TFDP2",0
"TFDP3_309",0,0.648063227694396,"C1","TFDP3",0
"TFDP1_310",0,0.648063227694396,"C1","TFDP1",0
"E2F2_311",1e-04,0.623904019480888,"C1","E2F2",0
"E2F1_312",0,0.534400484223425,"C1","E2F1",0
"E2F8_314",0.026,0.910110579262284,"C1","E2F8",0
"E2F5_315",0,0.610278869171698,"C1","E2F5",0
"E2F7_316",0.0639,0.929291370326473,"C1","E2F7",0
"E2F6_317",0,0.688045097654708,"C1","E2F6",0
"E2F4_318",0,0.561951873741369,"C1","E2F4",0
"ETV1_320",0,0.684759519493829,"C1","ETV1",0
"ELK3_327",4e-04,0.803206685579003,"C1","ELK3",0
"ETV3_328",3e-04,0.801500234431318,"C1","ETV3",0
"ELF1_329",8e-04,0.886672528649375,"C1","ELF1",0
"SPDEF_330",0.0018,0.784480702676774,"C1","SPDEF",0
"ELK1_331",1e-04,0.779841459991912,"C1","ELK1",0
"ETS1_332",0.0023,0.842631262379361,"C1","ETS1",0
"FLI1_337",0.0026,0.85058212102918,"C1","FLI1",0
"GABPA_338",1e-04,0.833046809097974,"C1","GABPA",0
"ETS2_340",0.0441,0.960600791011825,"C1","ETS2",0
"ELK4_341",0,0.809887812451238,"C1","ELK4",0
"FEV_343",0.0203,0.896391316509759,"C1","FEV",0
"ETV4_345",3e-04,0.792145527472922,"C1","ETV4",0
"ETV5_347",0,0.674628924797205,"C1","ETV5",0
"GCM2_389",0.0018,0.753899694459246,"C1","GCM2",0
"GCM1_390",9e-04,0.765894589106923,"C1","GCM1",0
"TFCP2_392",0.0683,0.953676559711755,"C1","TFCP2",0
"UBP1_393",0.0337,0.953279223320018,"C1","UBP1",0
"RHOXF1_409",0.0263,0.86716863342335,"C1","RHOXF1",0
"TLX1_425",0.0678,0.935615352323492,"C1","TLX1",0
"PITX3_426",0.097,0.947805293414678,"C1","PITX3",0
"NANOG_433",0.0441,0.917241605997889,"C1","NANOG",0
"HOXD11_464",0.1331,0.952433880835575,"C1","HOXD11",0
"GSC_470",0.1035,0.940428113715316,"C1","GSC",0
"TLX3_505",0.0678,0.935615352323492,"C1","TLX3",0
"PBX3_518",0.0566,0.941857430732822,"C1","PBX3",0
"DMBX1_560",0.0906,0.926453220417099,"C1","DMBX1",0
"PAX3_608",0.0178,0.81726795173317,"C1","PAX3",0
"MBD2_644",0,0.540054438243138,"C1","MBD2",0
"MECP2_645",0,0.523915274432196,"C1","MECP2",0
"MYB_648",0.0181,0.88882775473569,"C1","MYB",0
"SMARCC2_650",0.0034,0.892666644748708,"C1","SMARCC2",0
"SMARCC1_651",0,0.509516809658962,"C1","SMARCC1",0
"MYPOP_652",4e-04,0.760521300342394,"C1","MYPOP",0
"NR2C2_693",0.0033,0.873021933003427,"C1","NR2C2",0
"TP73_705",0.1434,0.973698892920639,"C1","TP73",0
"TP53_706",0.0354,0.909479428990624,"C1","TP53",0
"PAX1_708",0.0974,0.926453220417099,"C1","PAX1",0
"PAX5_709",0.0092,0.89301893656037,"C1","PAX5",0
"PAX9_710",0.083,0.925840891784966,"C1","PAX9",0
"RELB_718",0.153,0.976353036961303,"C1","RELB",0
"REL_721",0.139,0.969668951648258,"C1","REL",0
"RUNX3_731",0.0287,0.916722484287933,"C1","RUNX3",0
"GMEB1_737",0.0347,0.755004322241439,"C1","GMEB1",0
"NFIB_741",0.054,0.938167148051297,"C1","NFIB",0
"SMAD2_745",0.0923,0.961987633596644,"C1","SMAD2",0
"BBX_753",0.0603,0.889395091600415,"C1","BBX",0
"STAT1_773",0.0572,0.953692419218708,"C1","STAT1",0
"STAT5A_774",0.0243,0.91706349183179,"C1","STAT5A",0
"STAT3_777",0.0194,0.933060864881842,"C1","STAT3",0
"STAT5B_779",0.0592,0.943101956936222,"C1","STAT5B",0
"TEAD1_796",0.1464,0.971934784028698,"C1","TEAD1",0
"TEAD4_797",0.0693,0.944554437867522,"C1","TEAD4",0
"THAP1_798",0.022,0.923838189310581,"C1","THAP1",0
"CBFB_801",0.0115,0.925791940459628,"C1","CBFB",0
"ENO1_803",0.0837,0.958214486114364,"C1","ENO1",0
"EP300_804",0.0081,0.912167533980056,"C1","EP300",0
"NRF1_805",0,0.637242955842449,"C1","NRF1",0
"NFYB_807",0.047,0.936423023905047,"C1","NFYB",0
"LMO2_808",0,0.774842805348842,"C1","LMO2",0
"SPZ1_810",0,0.761836733977298,"C1","SPZ1",0
"NR0B1_811",0,0.708769341102913,"C1","NR0B1",0
"PURA_813",0,0.781235888289464,"C1","PURA",0
"ZNF350_817",0,0.845301831197887,"C1","ZNF350",0
"LYL1_818",0.0102,0.914601329189562,"C1","LYL1",0
"SOHLH2_819",4e-04,0.753214000339105,"C1","SOHLH2",0
"C13orf38SOHLH2_823",4e-04,0.753214000339105,"C1","C13orf38SOHLH2",0
"KLF10_826",1e-04,0.82066798955388,"C1","KLF10",0
"ASCL1_843",0.022,0.935129036528028,"C1","ASCL1",0
"ATOH1_844",0.0264,0.93552031038185,"C1","ATOH1",0
"KLF2_846",0,0.883739160970206,"C1","KLF2",0
"KLF11_847",0,0.677355959287141,"C1","KLF11",0
"ZFP42_848",0.0309,0.933963158091814,"C1","ZFP42",0
"ZFP161_850",0,0.532879182345358,"C1","ZFP161",0
"ZNF75C_851",0.0406,0.946246500798167,"C1","ZNF75C",0
"TFCP2L1_858",0,0.823833474760811,"C1","TFCP2L1",0
"SMAD5_866",0,0.437376649098558,"C1","SMAD5",0
