"TF","mlog10p","Enrichment","celltype","TF_prefix","mlog10padj"
"E2F4_318",0,0.717135488651969,"C4","E2F4",0
"ETV1_320",0,0.657002749348153,"C4","ETV1",0
"SPI1_322",0,0.919952661365304,"C4","SPI1",0
"ELF4_323",2e-04,0.819305006764866,"C4","ELF4",0
"ETV2_324",0.0423,0.927041773643396,"C4","ETV2",0
"ERF_325",0.0043,0.868276542630842,"C4","ERF",0
"ELF2_326",0,0.878014898703705,"C4","ELF2",0
"ELK3_327",0,0.631696034201317,"C4","ELK3",0
"ETV3_328",0,0.728688678404268,"C4","ETV3",0
"ELF1_329",0,0.750714394011878,"C4","ELF1",0
"SPDEF_330",0.1395,0.947821435391935,"C4","SPDEF",0
"ELK1_331",0,0.6225238005394,"C4","ELK1",0
"ETS1_332",1e-04,0.77084978059593,"C4","ETS1",0
"EHF_333",0.0049,0.881512605083441,"C4","EHF",0
"ELF5_334",0.001,0.892218646717842,"C4","ELF5",0
"ETV6_335",0,0.772281307899432,"C4","ETV6",0
"SPIB_336",0,0.835486379391643,"C4","SPIB",0
"FLI1_337",0,0.760200176216494,"C4","FLI1",0
"GABPA_338",0,0.723747467063117,"C4","GABPA",0
"ERG_339",0.0015,0.833773837916309,"C4","ERG",0
"ETS2_340",0,0.858528380207796,"C4","ETS2",0
"ELK4_341",0,0.671766417206853,"C4","ELK4",0
"ELF3_342",6e-04,0.846750133888758,"C4","ELF3",0
"FEV_343",0,0.717878752731732,"C4","FEV",0
"SPIC_344",2e-04,0.908142576069018,"C4","SPIC",0
"ETV4_345",0,0.666027230516081,"C4","ETV4",0
"ENSG00000235187_346",0.0131,0.88304164045685,"C4","ENSG00000235187",0
"ETV5_347",0,0.660359219124743,"C4","ETV5",0
"GATA1_383",0.1394,0.963579846618415,"C4","GATA1",0
"GATA2_388",0.1294,0.963946386645473,"C4","GATA2",0
"GCM2_389",0.0234,0.835639733850505,"C4","GCM2",0
"TFCP2_392",0.0603,0.946301928836244,"C4","TFCP2",0
"UBP1_393",0.1326,0.97796230762668,"C4","UBP1",0
"PITX1_404",0.0637,0.918609658330065,"C4","PITX1",0
"RHOXF1_409",0.165,0.957673244418141,"C4","RHOXF1",0
"CRX_410",0.0769,0.913288330658209,"C4","CRX",0
"TLX1_425",0.0454,0.915156702170414,"C4","TLX1",0
"OTX1_437",0.0975,0.856173732069285,"C4","OTX1",0
"GSC_470",0.0733,0.917731866014413,"C4","GSC",0
"NKX28_475",0.0811,0.944464083165088,"C4","NKX28",0
"NKX21_476",0.0694,0.944483836360343,"C4","NKX21",0
"TLX3_505",0.0454,0.915156702170414,"C4","TLX3",0
"OTX2_515",0.0087,0.83207839454555,"C4","OTX2",0
"PBX3_518",0,0.646870386114393,"C4","PBX3",0
"NKX26_544",0.0958,0.94654855393048,"C4","NKX26",0
"SIX6_552",0.1068,0.93506986605934,"C4","SIX6",0
"DMBX1_560",0.1112,0.93260141537917,"C4","DMBX1",0
"IRF6_628",0.1396,0.942027176210366,"C4","IRF6",0
"IRF1_629",0.1751,0.991811168615317,"C4","IRF1",0
"IRF3_630",0.0802,0.965658730005912,"C4","IRF3",0
"IRF2_634",0.0057,0.908379298147947,"C4","IRF2",0
"IRF9_636",0.0388,0.934948636830463,"C4","IRF9",0
"MBD2_644",0,0.678357901536048,"C4","MBD2",0
"MECP2_645",2e-04,0.846372191139704,"C4","MECP2",0
"SMARCC2_650",0.009,0.90157347613831,"C4","SMARCC2",0
"MYBL1_653",0.055,0.86015101801739,"C4","MYBL1",0
"NR1H4_655",0.0528,0.928743869095599,"C4","NR1H4",0
"ESR1_661",0.0114,0.912615372507221,"C4","ESR1",0
"HNF4A_662",0.0032,0.89490511681465,"C4","HNF4A",0
"VDR_663",0.1003,0.948414175520381,"C4","VDR",0
"PPARD_664",0.1782,0.981091067796799,"C4","PPARD",0
"NR5A2_667",0.0383,0.937681459699576,"C4","NR5A2",0
"NR4A3_668",0.1253,0.969354674441132,"C4","NR4A3",0
"ESRRB_669",0.1776,0.977483855306161,"C4","ESRRB",0
"NR2C1_670",0.148,0.973560929381217,"C4","NR2C1",0
"RARA_675",0.006,0.885014553334254,"C4","RARA",0
"PPARG_676",0.0112,0.886099840046492,"C4","PPARG",0
"NR5A1_677",0.0381,0.93597722180726,"C4","NR5A1",0
"ESR2_678",0.0068,0.898666201088107,"C4","ESR2",0
"NR2F6_687",0.1664,0.975769927604478,"C4","NR2F6",0
"HNF4G_688",0.0395,0.943952413096792,"C4","HNF4G",0
"RARG_690",0.0173,0.877718256630751,"C4","RARG",0
"ESRRA_691",0.0388,0.92872889697063,"C4","ESRRA",0
"NR2F1_692",2e-04,0.837054221453436,"C4","NR2F1",0
"NR2C2_693",2e-04,0.813769719451076,"C4","NR2C2",0
"NR2F2_694",0.0043,0.908232143180562,"C4","NR2F2",0
"ESRRG_697",0.0465,0.932522439125818,"C4","ESRRG",0
"RXRB_698",0.1803,0.978923833387387,"C4","RXRB",0
"AL8445277_699",0.0074,0.88649540319859,"C4","AL8445277",0
"AL6628245_700",0.0074,0.88649540319859,"C4","AL6628245",0
"CR7597334_701",0.0074,0.88649540319859,"C4","CR7597334",0
"CR3545653_702",0.0074,0.88649540319859,"C4","CR3545653",0
"CR9368773_703",0.0074,0.88649540319859,"C4","CR9368773",0
"PROX1_712",0.1272,0.938382524782036,"C4","PROX1",0
"NFKB2_714",0.0084,0.864862930638945,"C4","NFKB2",0
"RELB_718",5e-04,0.851661617539275,"C4","RELB",0
"NFKB1_719",0.003,0.891252855406674,"C4","NFKB1",0
"REL_721",0.045,0.92840056787128,"C4","REL",0
"RELA_722",0,0.82447629313894,"C4","RELA",0
"RFX2_724",0.0019,0.859595005723907,"C4","RFX2",0
"RFX5_727",0.0795,0.953190845576707,"C4","RFX5",0
"RFX7_728",0.0274,0.909893464309987,"C4","RFX7",0
"NFIX_738",0.0585,0.938677746250507,"C4","NFIX",0
"SMAD4_739",0.1719,0.978920424543505,"C4","SMAD4",0
"NFIA_742",0.1152,0.958185623349558,"C4","NFIA",0
"SMAD1_744",0.0781,0.965006582562818,"C4","SMAD1",0
"SMAD2_745",7e-04,0.861412021521353,"C4","SMAD2",0
"SOX8_746",0.0938,0.951428384920864,"C4","SOX8",0
"STAT6_776",0.0058,0.921673185268605,"C4","STAT6",0
"STAT2_778",0.1157,0.983215778408485,"C4","STAT2",0
"TEAD1_796",0.1167,0.960911987120372,"C4","TEAD1",0
"THAP1_798",0.0698,0.947945235697638,"C4","THAP1",0
"PRKRIR_799",0.14,0.954458120509599,"C4","PRKRIR",0
"NFYC_800",0,0.661355938977226,"C4","NFYC",0
"EP300_804",0.0164,0.918286815239671,"C4","EP300",0
"NRF1_805",0,0.649560217802685,"C4","NRF1",0
"CEBPZ_806",0,0.78888553318431,"C4","CEBPZ",0
"NFYB_807",0,0.675502120214815,"C4","NFYB",0
"LMO2_808",0.0026,0.905167439951496,"C4","LMO2",0
"SPZ1_810",0,0.838735758971013,"C4","SPZ1",0
"NR0B1_811",1e-04,0.847641092875661,"C4","NR0B1",0
"PURA_813",0,0.844968062424232,"C4","PURA",0
"ZBED1_816",0.0133,0.647236428659727,"C4","ZBED1",0
"ZNF350_817",4e-04,0.868155500869372,"C4","ZNF350",0
"LYL1_818",4e-04,0.854435067193189,"C4","LYL1",0
"SOHLH2_819",3e-04,0.724288384452552,"C4","SOHLH2",0
"C13orf38SOHLH2_823",3e-04,0.724288384452552,"C4","C13orf38SOHLH2",0
"HIVEP3_824",0.0623,0.95041706863597,"C4","HIVEP3",0
"BCL11B_825",9e-04,0.935793660869466,"C4","BCL11B",0
"KLF10_826",0,0.663213472299378,"C4","KLF10",0
"MYF5_842",0.0026,0.894657219009933,"C4","MYF5",0
"ASCL1_843",0.0189,0.926556210879936,"C4","ASCL1",0
"ATOH1_844",0.1002,0.963509582317562,"C4","ATOH1",0
"KLF2_846",0,0.768189011888567,"C4","KLF2",0
"KLF11_847",0,0.650569464915396,"C4","KLF11",0
"ZFP42_848",0.0011,0.864662625507099,"C4","ZFP42",0
"ZFP161_850",0,0.643411872146382,"C4","ZFP161",0
"ZNF75C_851",0.0481,0.945668052615685,"C4","ZNF75C",0
"TFCP2L1_858",0.0024,0.882634264040917,"C4","TFCP2L1",0
"SMAD5_866",0,0.655986980870154,"C4","SMAD5",0
"SMAD9_867",0.0583,0.939231398443273,"C4","SMAD9",0
