tf,pval,padj,mean_difference
ALX1,0.0,0.0,-0.002894322040480432
ALX3,1.2548613865126686e-85,1.3364273766359922e-82,-5.874994468210021e-05
ALX4,7.553122877936314e-62,8.044075865002174e-59,6.917693888226426e-05
ANHX,0.0,0.0,-0.002986817261588847
AR,0.0,0.0,-0.004540944369541922
ARGFX,0.0,0.0,-0.0035356829960993853
ARID3A,0.0,0.0,-0.003138479633237815
ARID3B,0.0,0.0,-0.0011392603490912659
ARID5A,0.0,0.0,0.0034466291190925064
ARID5B,0.0,0.0,-0.0025750098228116106
ARNT,0.0,0.0,-0.003243095733191738
ARNT2,0.0,0.0,0.0024142679991991656
ARNTL,0.0,0.0,0.0008532355532528402
ARX,0.0,0.0,-0.00258252893597178
ASCL1,0.0,0.0,-0.005128477909292425
ASCL2,0.0,0.0,-0.0058240634695547605
ATF1,0.0,0.0,-0.001817898601739372
ATF2,0.0,0.0,0.004917054116839958
ATF3,2.4949248462356916e-247,2.6570949612410116e-244,0.0038739686255896966
ATF4,4.759444318216494e-278,5.068808198900566e-275,-0.003096357651863002
ATF6,4.0418723883009694e-39,4.304594093540532e-36,-7.44977186250273e-05
ATF6B,0.034302132581239146,1.0,-0.0008872623105551092
ATF7,0.0,0.0,0.00954162082241039
ATOH1,0.0,0.0,-0.0031735111238305885
ATOH7,1.8196172784787508e-09,1.9378924015798694e-06,-0.0001769039089005776
BACH1,2.5219962052470857e-266,2.6859259585881463e-263,0.0011025867189507071
BACH2,0.0,0.0,0.0559754437425502
BARHL1,0.0,0.0,-0.003395554369037596
BARHL2,0.0,0.0,-0.004770324565652134
BARX1,0.0003528332734934539,0.3757674362705284,2.230574564302673e-05
BARX2,3.867969228151346e-79,4.1193872279811836e-76,-0.00019248008011093706
BATF,0.0,0.0,0.014937572352594075
BATF3,0.0,0.0,-0.00130846065619189
BBX,0.0,0.0,-0.006050666922417722
BCL11A,6.95918919019722e-122,7.41153648756004e-119,0.0005519827126631016
BCL11B,5.074413783520224e-18,5.404250679449038e-15,0.0006977983150195481
BCL6,0.0,0.0,-0.0013872832498897647
BCL6B,0.0,0.0,0.007467563503764901
BHLHA15,0.0,0.0,-0.004293736501202343
BHLHE22,1.242280058232614e-15,1.323028262017734e-12,0.00036758800354813994
BHLHE23,0.0,0.0,-0.0016819443773144266
BHLHE40,1.7400213629093916e-13,1.853122751498502e-10,-0.0007113620077880134
BHLHE41,0.0,0.0,0.004927307719978846
BORCS8-MEF2B,0.0,0.0,-0.004467852537512143
BSX,0.0,0.0,-0.004004470644869126
CDC5L,0.0,0.0,-0.0039946043586638665
CDX1,0.0,0.0,0.001347434401365342
CDX2,0.0,0.0,-0.002364641809510482
CDX4,2.9425928870332935e-271,3.1338614246904574e-268,-0.0006961228085475002
CEBPA,0.0,0.0,0.10502520187464798
CEBPB,0.0,0.0,0.10954219731004977
CEBPD,0.0,0.0,0.10297331161055434
CEBPE,0.0,0.0,0.044404756773985476
CEBPG,0.0,0.0,0.07727462951588415
CENPB,0.0,0.0,-0.006237072204078681
CENPBD1,0.0,0.0,-0.0015943558286473994
CIC,0.0,0.0,0.0024071132058665727
CLOCK,0.0,0.0,-0.002004119355811216
CPEB1,0.0,0.0,-0.0062767313999473676
CREB1,1.3954256925183982e-42,1.486128362532094e-39,-0.00018653565991016974
CREB3,6.293874602131206e-290,6.702976451269735e-287,-0.003584768591522902
CREB3L1,0.0,0.0,-0.004661136912831376
CREB3L2,1.7410997418579685e-128,1.8542712250787365e-125,-0.002389456337168347
CREB3L4,0.9410413314392146,1.0,0.000507001601496665
CREB5,0.0,0.0,0.005864178741060239
CREBL2,0.0,0.0,0.020157310498544745
CREBZF,0.0,0.0,-0.004625442085417472
CREM,0.0,0.0,0.0026344181528547284
CRX,7.180713575731115e-262,7.647459958153637e-259,-0.001998610258803926
CTCF,0.0,0.0,-0.009532427509410663
CTCFL,0.0,0.0,-0.009418223030225159
CUX1,0.0,0.0,-0.0032766700741113756
CUX2,0.0,0.0,-0.0050727460662678995
CXXC1,0.0,0.0,-0.0033676106058836072
CXXC5,0.0,0.0,-0.003706461778691687
DBP,0.0,0.0,0.06487861415876578
DBX1,0.0,0.0,-0.0018815910339238517
DBX2,0.0,0.0,-0.002111262173338687
DLX1,7.294068873382799e-184,7.768183350152681e-181,-0.0005600357693320343
DLX2,6.860935381363945e-142,7.306896181152601e-139,-0.0004383378122095622
DLX3,1.1968034269786062e-75,1.2745956497322156e-72,-4.544447132005802e-05
DLX4,0.0,0.0,0.00260691996227232
DLX5,1.8627843250213487e-47,1.9838653061477363e-44,0.0009847824879021787
DLX6,6.100327216013929e-177,6.496848485054834e-174,-0.0007139318424455058
DMBX1,7.537000201250323e-94,8.026905214331594e-91,-0.0004062196803158759
DMRT1,0.0,0.0,-0.0025494518528129204
DMRT2,0.0,0.0,-0.0011601249174271145
DMRT3,0.0,0.0,-0.0032483553967340394
DMRTA1,0.0,0.0,0.0011353115813549455
DMRTA2,0.0,0.0,-0.004324046170703713
DMRTC2,0.0,0.0,-0.003655017996376212
DNMT1,0.0,0.0,-0.0030243231414895586
DPF1,0.0,0.0,-0.006157279875337152
DPRX,0.11445157836473725,1.0,-0.0007442295575310304
DRGX,1.0630364141146649e-16,1.1321337810321181e-13,0.00076750357068544
DUX4,0.0,0.0,-0.0013591646532102948
DUXA,0.0,0.0,-0.002696962157637347
E2F1,0.0,0.0,-0.006940163325747213
E2F2,0.0,0.0,-0.004696481012571904
E2F3,0.0,0.0,-0.006210236319577379
E2F4,0.0,0.0,-0.00384349296646095
E2F5,0.0,0.0,-0.0038273159559550386
E2F6,0.0,0.0,-0.0017881333477073463
E2F7,0.0,0.0,-0.003028420287927349
E2F8,0.0,0.0,-0.00528872012637116
EBF1,1.5287083340858348e-55,1.628074375801414e-52,0.005220924105026383
EBF2,6.803685647714939e-132,7.245925214816409e-129,0.006340069278018407
EGR1,0.0,0.0,-0.010466550953961623
EGR2,0.0,0.0,-0.008684483501733316
EGR3,0.0,0.0,-0.008473347069675733
EGR4,0.0,0.0,-0.009109304043660338
EHF,0.0,0.0,-0.010920185068272373
ELF1,0.0,0.0,-0.017555062981549963
ELF2,0.0,0.0,-0.011878511479207737
ELF3,0.0,0.0,-0.013834864554712695
ELF4,0.0,0.0,-0.01598200617463827
ELF5,0.0,0.0,-0.008192709829016723
ELK1,0.0,0.0,-0.027416288499227247
ELK3,0.0,0.0,-0.022567250946262316
ELK4,0.0,0.0,-0.019292943823043043
EMX1,4.5036898945779046e-07,0.0004796429737725468,0.0008758795477100453
EMX2,1.2476644520215788e-57,1.3287626414029813e-54,0.00026265160208089125
EN1,0.10966627528027169,1.0,0.0008660780248658864
EN2,7.438978512965327e-20,7.922512116308073e-17,0.0009947053204925347
EOMES,0.0,0.0,-0.010606934144516689
ERF,0.0,0.0,-0.01993254223619515
ERG,0.0,0.0,-0.002592634732153251
ESR1,0.0,0.0,0.005116236144392029
ESR2,0.0,0.0,0.006366118489473882
ESRRA,0.0,0.0,0.00484341363751468
ESRRB,0.0,0.0,0.005609764566168626
ESRRG,0.0,0.0,0.01230834475864337
ESX1,0.0,0.0,-0.0011222202963167317
ETS1,0.0,0.0,-0.00670018577276249
ETS2,0.0,0.0,-0.04374351634436889
ETV1,0.0,0.0,-0.012630374012090995
ETV2,0.0,0.0,-0.02017519900173191
ETV3,0.0,0.0,-0.017500310926780206
ETV3L,0.0,0.0,-0.0041517496161774595
ETV4,0.0,0.0,-0.01430735414091009
ETV5,0.0,0.0,-0.013954104769484443
ETV6,0.0,0.0,-0.013705269099542117
ETV7,0.0,0.0,-0.007755254761489444
EVX1,7.702071750815755e-173,8.20270641461878e-170,0.0023012389840632586
EVX2,2.777438223448193e-23,2.957971707972325e-20,0.001368431271846226
FBXL19,0.0,0.0,-0.002920045183489985
FERD3L,1.3304132218444032e-120,1.4168900812642893e-117,3.944099495380507e-05
FEV,0.0,0.0,-0.02463667854023814
FEZF1,0.0,0.0,-0.002265272192102219
FIGLA,6.1643818950625336e-235,6.565066718241599e-232,-0.015930186695076426
FLI1,0.0,0.0,0.01836324175718193
FOS,0.0,0.0,0.06120780469929732
FOSB,3.581611134882979e-285,3.8144158586503725e-282,0.004839540906146078
FOSL1,0.0,0.0,0.06413547319571178
FOSL2,0.0,0.0,0.060927534077243106
FOXA1,0.0,0.0,-0.006424742085052757
FOXA2,0.0,0.0,-0.0021772782243031944
FOXA3,0.0,0.0,-0.005655230793387143
FOXB1,3.731358907998221e-206,3.9738972370181053e-203,-0.0013299308024372417
FOXB2,0.0,0.0,-0.003198984057043166
FOXC1,0.0,0.0,-0.0022619472702120197
FOXC2,0.0,0.0,-0.0035474861724660435
FOXD1,0.0,0.0,-0.0067136665346633866
FOXD2,0.0,0.0,-0.0033136085185072224
FOXD3,3.096764416421034e-309,3.298054103488401e-306,-0.003136287681614825
FOXE1,0.0,0.0,-0.007478463835756136
FOXF2,0.0,0.0,-0.009602664108990633
FOXG1,0.0,0.0,-0.008250778987399492
FOXH1,0.0,0.0,0.001960529401770921
FOXI1,0.0,0.0,-0.0059552793173478814
FOXJ1,0.0,0.0,-0.007243331695599913
FOXJ2,0.0,0.0,-0.012200289799913486
FOXJ3,0.0,0.0,-0.0059335053550082124
FOXK1,0.0,0.0,-0.007788131640003863
FOXK2,0.0,0.0,-0.009128163062370132
FOXL1,0.0,0.0,-0.004434452421989556
FOXL2,0.0,0.0,-0.004251910883749361
FOXM1,0.0,0.0,-0.0020986554832898158
FOXN1,0.0,0.0,-0.002111766528315951
FOXN2,0.0,0.0,-0.003525712463743877
FOXN3,0.0,0.0,-0.008930268565803826
FOXN4,0.0,0.0,-0.002766813333638315
FOXO1,0.0,0.0,-0.006412409143915304
FOXO3,3.368594816681472e-231,3.587553479765768e-228,-0.0038042373925552264
FOXO4,0.0,0.0,-0.004851109448096772
FOXO6,0.0,0.0,-0.00799495234364142
FOXP1,0.0,0.0,-0.008968889315951085
FOXP2,0.0,0.0,-0.007957735266507678
FOXP3,4.222085760141959e-43,4.496521334551186e-40,2.7401585062421935e-05
FOXQ1,0.0,0.0,-0.005374491723591819
FOXR1,0.0,0.0,-0.0018637460559211066
FOXR2,0.0,0.0,-0.008890400516236116
FOXS1,0.0,0.0,-0.004594035589497759
GABPA,0.0,0.0,-0.02272145352516243
GATA1,0.0,0.0,-0.0054109789363384515
GATA2,0.0,0.0,-0.005450919189467836
GATA3,0.0,0.0,-0.007085227139849111
GATA4,0.0,0.0,-0.006330035192887894
GATA5,0.0,0.0,-0.00651477341439656
GATA6,0.0,0.0,-0.009703296846396356
GBX1,5.308264806920896e-96,5.653302019370754e-93,-0.0002687265256648523
GBX2,1.0986221233070548e-13,1.1700325613220133e-10,0.000819794707525006
GCM1,6.522682718697896e-180,6.946657095413259e-177,-0.002527378870596111
GCM2,0.0,0.0,-0.0077048413565269785
GFI1,0.0,0.0,-0.0013463015432034842
GFI1B,1.2823983025785067e-08,1.3657541922461095e-05,-0.00031578828886088227
GLI1,3.7249933452796283e-62,3.9671179127228043e-59,-0.00017779099758721134
GLI2,1.9696089090142412e-198,2.0976334881001667e-195,-0.0034384446149119223
GLI3,8.451952306429765e-189,9.0013292063477e-186,-0.0033910230222647213
GLI4,2.2822938558888874e-227,2.4306429565216652e-224,-0.0009614078097377153
GLIS1,1.2824538711077286e-52,1.365813372729731e-49,-0.0017769218373579043
GLIS2,0.0,0.0,-0.009005465958187818
GLIS3,0.0,0.0,-0.008416410218204412
GMEB1,0.0,0.0,-0.0034119608618683045
GMEB2,0.0,0.0,-0.012629986395028076
GRHL1,0.0,0.0,-0.005114757785563373
GRHL2,0.8705022641275206,1.0,-0.0005655223352261079
GSC,3.5456762542554316e-26,3.7761452107820346e-23,-7.017481884648638e-05
GSC2,1.2367259519304919e-145,1.3171131388059739e-142,0.0008930585210795566
GSX1,0.0,0.0,-0.001162505616983528
GSX2,4.9015794394261005e-17,5.220182102988797e-14,0.0007331579389831394
GTF3A,0.0,0.0,0.002498606584917843
HAND2,2.4249986740787005e-254,2.5826235878938162e-251,-0.021694533142486316
HBP1,0.0,0.0,-0.003184702648655299
HDX,3.1576518496039683e-155,3.362899219828226e-152,-0.0013964302459051788
HES1,0.0,0.0,-0.002562118759434441
HES2,0.0,0.0,-0.002974886173605598
HES4,7.46675028882046e-190,7.95208905759379e-187,-0.0022350012400396274
HES5,0.0,0.0,-0.00524114950927566
HES6,8.713628243418855e-282,9.28001407924108e-279,-0.003809653511131574
HES7,0.0,0.0,-0.003555070003728282
HESX1,1.379572754245956e-40,1.4692449832719432e-37,-1.9309343871410853e-05
HEY1,1.6280718280615126e-264,1.733896496885511e-261,-0.0024680854817283604
HEY2,1.464137612243233e-191,1.559306557039043e-188,-0.0019472084428743056
HEYL,0.0,0.0,-0.003612263517700224
HHEX,4.3441370811822925e-130,4.626505991459142e-127,-0.0010384603294108733
HIC1,5.0242187517759e-220,5.3507929706413334e-217,-0.002330354910470924
HIC2,1.8377578280705604e-296,1.9572120868951469e-293,-0.000649442756699513
HIF1A,0.0,0.0,-0.006144233764241884
HINFP,0.0,0.0,-0.005271099956438825
HKR1,5.5181109377410306e-14,5.876788148694197e-11,0.0012420347195744308
HLF,0.0,0.0,0.04745763897579547
HLX,0.0,0.0,-0.001330192186546491
HMBOX1,0.0,0.0,-0.0026877233525649247
HMG20B,0.0,0.0,-0.0013829323470921535
HMGA2,0.0,0.0,-0.002712789439369391
HMX1,0.0,0.0,-0.0019676303199818272
HMX2,0.0,0.0,-0.0023437170178247013
HMX3,0.0,0.0,-0.0013777429003112782
HNF1A,9.693710222519385e-222,1.0323801386983144e-218,-0.0013935988405739744
HNF1B,0.0,0.0,-0.0031606447102974222
HNF4A,0.0,0.0,0.00541275166471015
HNF4G,0.0,0.0,0.002757773600577506
HOMEZ,0.0,0.0,-0.004789623266557222
HOXA1,1.2792596526602832e-58,1.3624115300832016e-55,0.001986084510441164
HOXA10,0.0,0.0,-0.005231441307501607
HOXA11,0.0,0.0,-0.006022412691285624
HOXA13,0.0,0.0,-0.003283313217608795
HOXA2,1.0435003019926896e-43,1.1113278216222145e-40,-0.0015397498568044017
HOXA3,0.0,0.0,0.002046421754343483
HOXA4,0.0010746022252519404,1.0,0.0008348845908113904
HOXA5,0.0,0.0,0.004396046416041854
HOXA6,2.473175961953959e-12,2.6339323994809663e-09,0.0004806893554980887
HOXA7,0.0,0.0,0.00517230516364979
HOXA9,2.014045406763561e-122,2.1449583582031924e-119,8.151829919069223e-05
HOXB1,0.0,0.0,0.0043485762201926
HOXB13,0.0,0.0,-0.0039476094444509694
HOXB2,5.566817501247931e-133,5.928660638829047e-130,0.003600724168341528
HOXB3,9.441987465017598e-27,1.0055716650243743e-23,0.00034769644482376093
HOXB4,1.8514415461818576e-41,1.9717852466836783e-38,0.002226663235383725
HOXB5,0.0,0.0,0.0034973274540345406
HOXB6,7.196558475057386e-281,7.664334775936116e-278,0.0033600042699039046
HOXB7,0.0,0.0,-0.0014559294845976787
HOXB8,0.0,0.0,0.005551678002123826
HOXB9,0.0,0.0,-0.004863133746119158
HOXC10,0.0,0.0,-0.0018166947286204736
HOXC11,0.0,0.0,-0.005380527974115535
HOXC12,0.0,0.0,-0.0017436497001514645
HOXC13,0.0,0.0,-0.0018623704821594082
HOXC4,2.9481322019681487e-127,3.1397607950960783e-124,-0.0004288212616700704
HOXC5,0.0,0.0,0.00012090733897139125
HOXC6,3.2796038893322815e-71,3.4927781421388798e-68,4.021440824528329e-05
HOXC8,1.134226551213429e-244,1.2079512770423019e-241,0.0033342025751344276
HOXC9,0.0,0.0,-0.006226222212031746
HOXD1,0.07796167803167685,1.0,0.0012604935545546363
HOXD10,2.095240186409824e-115,2.2314307985264625e-112,0.00024495115966038103
HOXD11,0.0,0.0,-0.00572315452460879
HOXD12,0.0,0.0,-0.006120259910102958
HOXD13,0.0,0.0,-0.003539898728284172
HOXD3,1.3113954462054975e-44,1.396636150208855e-41,0.0029412513238640976
HOXD4,0.0,0.0,0.004010855907113232
HOXD8,0.0,0.0,0.0055609951287972775
HOXD9,0.0,0.0,-0.0006434236815718204
HSF1,6.202128941250751e-186,6.60526732243205e-183,-0.00219122484372751
HSF2,2.3139725457441887e-74,2.464380761217561e-71,-0.0009748416679256668
HSF4,0.0,0.0,-0.0010378886947151507
HSF5,2.155341970037267e-130,2.2954391980896893e-127,-0.0038952409368111784
HSFY1,0.0,0.0,-0.0054592690652722625
HSFY2,1.8525260086783386e-285,1.9729401992424308e-282,-0.003574889935021454
IKZF3,0.11986859627100034,1.0,0.0015375435123089892
INSM1,0.0,0.0,-0.003578015820111514
IRF1,0.0,0.0,-0.027736224258923303
IRF2,0.0,0.0,-0.011200105077723566
IRF3,0.0,0.0,-0.018984063779584476
IRF4,0.0,0.0,0.00988356638595185
IRF5,0.0,0.0,-0.018989065374768063
IRF6,0.0,0.0,-0.010831263073367618
IRF7,0.0,0.0,-0.02196461059961735
IRF8,0.0,0.0,-0.028061164444886877
IRF9,0.0,0.0,-0.027976319917385584
IRX1,0.00013028013091233786,0.13874833942163983,-0.001263728327191193
IRX2,0.00010560419121232145,0.11246846364112234,-0.0014710716907541908
IRX3,0.0,0.0,-0.0030044093338986062
IRX4,0.0,0.0,-0.0013775212597469427
IRX5,1.1008810554588885e-13,1.1724383240637162e-10,-0.0007630282966116682
IRX6,3.966554951834655e-292,4.224381023703908e-289,-0.002426263920530497
ISL1,0.0,0.0,-0.0016246333537702086
ISL2,0.0,0.0,-0.0017760428062658824
ISX,1.0104139562312961e-269,1.0760908633863304e-266,-0.001226140041431836
JDP2,0.0,0.0,0.05651783132738797
JUN,0.0,0.0,0.010000489533537577
JUNB,0.0,0.0,0.05770060085465473
JUND,0.0,0.0,0.027948108951404094
KDM2A,0.0,0.0,-0.0034165256114828055
KDM2B,2.2742296801982747e-287,2.4220546094111626e-284,-0.002264188326073226
KLF1,0.0,0.0,-0.006715290510087464
KLF10,0.0,0.0,-0.005032449950147427
KLF11,0.0,0.0,-0.008704512108007375
KLF12,0.0,0.0,-0.008881860288779173
KLF13,0.0,0.0,-0.0065410342408548025
KLF14,0.0,0.0,-0.009753208191818852
KLF15,0.0,0.0,-0.007022072100977522
KLF16,0.0,0.0,-0.0039191456676777765
KLF17,1.438682190277345e-185,1.5321965326453725e-182,-0.004856501206913496
KLF2,0.0,0.0,-0.006976869006315153
KLF3,0.0,0.0,-0.005926065196588226
KLF4,5.259212104637565e-268,5.601060891439006e-265,-0.0032409947507938005
KLF5,0.0,0.0,-0.005028589668427209
KLF6,0.0,0.0,-0.005110475656695552
KLF7,0.0,0.0,-0.006888782194199847
KLF8,0.0,0.0,-0.004753813602316952
KLF9,9.19958321724643e-227,9.797556126367447e-224,-0.004698595728670476
KMT2A,0.0,0.0,-0.003454184750688316
LBX1,0.0,0.0,-0.0021011546347924157
LBX2,0.0,0.0,-0.003255203620360119
LCOR,0.0,0.0,-0.001350360583428749
LCORL,3.3926676911973895e-150,3.61319109112522e-147,-0.00026063944386286574
LEF1,9.017690610665307e-268,9.603840500358551e-265,-0.012456487105291805
LHX1,0.0,0.0,0.0028551698123955027
LHX2,0.0,0.0,-0.0011672187188898322
LHX3,4.890339907946918e-09,5.208212001963468e-06,0.0005924173408924944
LHX4,6.983762376566635e-07,0.0007437706931043466,0.0010793376838165447
